"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"12393","MFSD1",0.923575899582773,5.66275329310797,28.3873525937649,5.25356534734178e-07,"Q9H3U5","Q9H3U5","reviewed","MFSD1_HUMAN","Major facilitator superfamily domain-containing protein 1 (Smooth muscle cell-associated protein 4) (SMAP-4)","MFSD1 SMAP4 UG0581B09","FUNCTION: Lysosomal transporter which is essential for liver homeostasis. Required to maintain stability and lysosomal localization of GLMP. {ECO:0000250|UniProtKB:Q9DC37}.","MFSD1","integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; protein homodimerization activity [GO:0042803]; transmembrane transporter activity [GO:0022857]; protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]","","SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q9DC37}; Multi-pass membrane protein {ECO:0000255}.","ENST00000264266.12 [Q9H3U5-1];ENST00000392813.8 [Q9H3U5-5];ENST00000415822.8 [Q9H3U5-1];ENST00000480292.5 [Q9H3U5-2];ENST00000484166.5 [Q9H3U5-2];ENST00000622669.4 [Q9H3U5-6];",0.000642117024578849
"12568","MPG",-2.5590881790276,3.02392388948183,34.7589544998605,4.08356505596512e-08,"P29372","P29372","reviewed","3MG_HUMAN","DNA-3-methyladenine glycosylase (EC 3.2.2.21) (3-alkyladenine DNA glycosylase) (3-methyladenine DNA glycosidase) (ADPG) (N-methylpurine-DNA glycosylase)","MPG AAG ANPG MID1","FUNCTION: Hydrolysis of the deoxyribose N-glycosidic bond to excise 3-methyladenine, and 7-methylguanine from the damaged DNA polymer formed by alkylation lesions.","MPG","cytosol [GO:0005829]; mitochondrial nucleoid [GO:0042645]; nucleoplasm [GO:0005654]; alkylbase DNA N-glycosylase activity [GO:0003905]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-3-methyladenine glycosylase activity [GO:0008725]; DNA-3-methylguanine glycosylase activity [GO:0052822]; DNA-7-methyladenine glycosylase activity [GO:0052821]; DNA-7-methylguanine glycosylase activity [GO:0043916]; base-excision repair [GO:0006284]; depurination [GO:0045007]; DNA dealkylation involved in DNA repair [GO:0006307]","Q9BPX1; P04156; Q9BPX1; P40692","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23290262}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:23290262}. Nucleus {ECO:0000269|PubMed:23290262}.","ENST00000219431.4 [P29372-1];ENST00000356432.8 [P29372-4];ENST00000397817.5 [P29372-5];",8.87313313716154e-05
"12723","MT-ATP6",0.962625863792929,12.9977862940727,46.2560979998916,1.73791942823664e-09,"P00846","P00846","reviewed","ATP6_HUMAN","ATP synthase subunit a (F-ATPase protein 6)","MT-ATP6 ATP6 ATPASE6 MTATP6","FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel; it may play a direct role in the translocation of protons across the membrane.","MT-ATP6","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial proton-transporting ATP synthase complex [GO:0005753]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; proton transmembrane transporter activity [GO:0015078]; aging [GO:0007568]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to hyperoxia [GO:0055093]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.","ENST00000361899.2;",1.13289174461986e-05
"12726","MT-CO2",0.730763934424757,11.6832921517068,29.9601562146016,2.76290466991534e-07,"P00403","P00403","reviewed","COX2_HUMAN","Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)","MT-CO2 COII COX2 COXII MTCO2","FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of subunit 2 and heme A of subunit 1 to the active site in subunit 1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00410}.","MT-CO2","integral component of membrane [GO:0016021]; membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; copper ion binding [GO:0005507]; cytochrome-c oxidase activity [GO:0004129]; ATP synthesis coupled electron transport [GO:0042773]; cellular respiration [GO:0045333]; lactation [GO:0007595]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of hydrogen peroxide biosynthetic process [GO:0010729]; positive regulation of necrotic cell death [GO:0010940]; response to cold [GO:0009409]","Q9NZ94-2; P49281-3","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","ENST00000361739.1;",0.000385938312320459
"12727","MT-CO3",0.830335641567841,12.3278637207992,38.2846452478725,1.04725784994656e-08,"P00414","P00414","reviewed","COX3_HUMAN","Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)","MT-CO3 COIII COXIII MTCO3","FUNCTION: Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol-cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and the ATP synthase. Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Electrons originating from reduced cytochrome c in the intermembrane space (IMS) are transferred via the dinuclear copper A center (CU(A)) of subunit 2 and heme A of subunit 1 to the active site in subunit 1, a binuclear center (BNC) formed by heme A3 and copper B (CU(B)). The BNC reduces molecular oxygen to 2 water molecules using 4 electrons from cytochrome c in the IMS and 4 protons from the mitochondrial matrix. {ECO:0000250|UniProtKB:P00420}.","MT-CO3","integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex IV [GO:0005751]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; electron transfer activity [GO:0009055]; oxidoreduction-driven active transmembrane transporter activity [GO:0015453]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; respiratory chain complex IV assembly [GO:0008535]","P37840","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30030519}; Multi-pass membrane protein {ECO:0000269|PubMed:30030519}.","ENST00000362079.2;",3.41336241892583e-05
"12728","MT-CYB",1.28414183025272,11.5870600706108,41.3397968981135,9.77541094633443e-08,"P00156","P00156","reviewed","CYB_HUMAN","Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)","MT-CYB COB CYTB MTCYB","FUNCTION: Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis. {ECO:0000250|UniProtKB:P00157}.","MT-CYB","integral component of mitochondrial inner membrane [GO:0031305]; mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex III [GO:0005750]; mitochondrion [GO:0005739]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P00157}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P00157}.","ENST00000361789.2;",0.000182689405611995
"12729","MT-ND1",1.05367147796506,11.2497138465084,29.8752858340719,2.18595120830476e-06,"P03886","P03886","reviewed","NU1M_HUMAN","NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)","MT-ND1 MTND1 NADH1 ND1","FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:1959619). Essential for the catalytic activity and assembly of complex I (PubMed:26929434, PubMed:1959619). {ECO:0000269|PubMed:1959619, ECO:0000269|PubMed:26929434}.","MT-ND1","mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrial respiratory chain complex I [GO:0005747]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","P43490","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03887}; Multi-pass membrane protein {ECO:0000255}.","ENST00000361390.2;",0.00186995858584342
"12731","MT-ND3",1.04445016178829,12.4151414862412,60.9631829102802,3.49814428856810e-12,"P03897","P03897","reviewed","NU3M_HUMAN","NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)","MT-ND3 MTND3 NADH3 ND3","FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:25118196). Essential for the catalytic activity of complex I (PubMed:25118196). {ECO:0000269|PubMed:25118196}.","MT-ND3","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; aerobic respiration [GO:0009060]; cellular response to glucocorticoid stimulus [GO:0071385]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to light intensity [GO:0009642]; response to oxidative stress [GO:0006979]","PRO_0000000092 [P05067]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03898}; Multi-pass membrane protein {ECO:0000255}.","ENST00000361227.2;",3.42048548536189e-08
"12732","MT-ND4",0.855152541924587,12.2291444639195,32.4316505212321,2.57987341896417e-07,"P03905","P03905","reviewed","NU4M_HUMAN","NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)","MT-ND4 MTND4 NADH4 ND4","FUNCTION: Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) which catalyzes electron transfer from NADH through the respiratory chain, using ubiquinone as an electron acceptor (PubMed:8644732, PubMed:8344246, PubMed:15250827). Essential for the catalytic activity and assembly of complex I (PubMed:8644732, PubMed:8344246, PubMed:15250827). {ECO:0000269|PubMed:15250827, ECO:0000269|PubMed:8344246, ECO:0000269|PubMed:8644732}.","MT-ND4","mitochondrial inner membrane [GO:0005743]; mitochondrial respiratory chain complex I [GO:0005747]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]; aerobic respiration [GO:0009060]; aging [GO:0007568]; cerebellum development [GO:0021549]; electron transport coupled proton transport [GO:0015990]; in utero embryonic development [GO:0001701]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]; mitochondrial respiratory chain complex I assembly [GO:0032981]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; response to ethanol [GO:0045471]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]","","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P03910}; Multi-pass membrane protein {ECO:0000255}.","ENST00000361381.2;",0.000385938312320459
"12975","NAV3",-1.24916276286917,4.87788998565015,25.382933796918,1.93804903429932e-06,"Q8IVL0","Q8IVL0","reviewed","NAV3_HUMAN","Neuron navigator 3 (Pore membrane and/or filament-interacting-like protein 1) (Steerin-3) (Unc-53 homolog 3) (unc53H3)","NAV3 KIAA0938 POMFIL1 STEERIN3","FUNCTION: May regulate IL2 production by T-cells. May be involved in neuron regeneration. {ECO:0000269|PubMed:16166283}.","NAV3","nuclear outer membrane [GO:0005640]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; negative regulation of cell migration [GO:0030336]; negative regulation of interleukin-2 production [GO:0032703]; negative regulation of microtubule depolymerization [GO:0007026]; nervous system development [GO:0007399]; neurogenesis [GO:0022008]; positive regulation of microtubule polymerization [GO:0031116]","","SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000250}.","ENST00000397909.7 [Q8IVL0-1];ENST00000536525.6 [Q8IVL0-2];",0.00180478509117893
"13890","PCLAF",0.758593326524378,9.63437153687947,32.4202258409715,1.02760455191856e-07,"H0YMA4","H0YMA4","unreviewed","H0YMA4_HUMAN","PCNA-associated factor (PCNA-associated factor of 15 kDa) (PCNA-clamp-associated factor)","PCLAF hCG_2039386","","PCLAF","centrosome [GO:0005813]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; cellular response to DNA damage stimulus [GO:0006974]; regulation of cell cycle [GO:0051726]","","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000256|ARBA:ARBA00004556}. Nucleus {ECO:0000256|ARBA:ARBA00004123}.","ENST00000558008.3;",0.000182689405611995
"13976","PDP1",-1.35543994941566,5.64223475068311,40.0783726396172,6.72441230961348e-09,"Q9P0J1","Q9P0J1","reviewed","PDP1_HUMAN","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)","PDP1 PDP PPM2C","FUNCTION: Catalyzes the dephosphorylation and concomitant reactivation of the alpha subunit of the E1 component of the pyruvate dehydrogenase complex. {ECO:0000250}.","PDP1","mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; pyruvate dehydrogenase (lipoamide) phosphatase complex [GO:0045253]; [pyruvate dehydrogenase (lipoamide)] phosphatase activity [GO:0004741]; metal ion binding [GO:0046872]; protein serine/threonine phosphatase activity [GO:0004722]; peptidyl-threonine dephosphorylation [GO:0035970]; positive regulation of pyruvate dehydrogenase activity [GO:1904184]; protein dephosphorylation [GO:0006470]","O43439; Q0VD86; Q3LI66; Q6FHY5","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}.","ENST00000297598.5 [Q9P0J1-1];ENST00000396200.3 [Q9P0J1-2];ENST00000517764.1 [Q9P0J1-1];ENST00000520728.5 [Q9P0J1-1];",2.63005214253602e-05
"14067","PGK1",0.545678205635999,9.83025401995819,21.6631193704326,9.04515233381847e-06,"P00558","P00558","reviewed","PGK1_HUMAN","Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)","PGK1 PGKA MIG10 OK/SW-cl.110","FUNCTION: Catalyzes one of the two ATP producing reactions in the glycolytic pathway via the reversible conversion of 1,3-diphosphoglycerate to 3-phosphoglycerate (PubMed:30323285, PubMed:7391028). In addition to its role as a glycolytic enzyme, it seems that PGK-1 acts as a polymerase alpha cofactor protein (primer recognition protein) (PubMed:2324090). May play a role in sperm motility (PubMed:26677959). {ECO:0000269|PubMed:2324090, ECO:0000269|PubMed:26677959, ECO:0000269|PubMed:30323285, ECO:0000269|PubMed:7391028}.","PGK1","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; membrane raft [GO:0045121]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; protein-disulfide reductase (NAD(P)) activity [GO:0047134]; canonical glycolysis [GO:0061621]; cellular response to hypoxia [GO:0071456]; epithelial cell differentiation [GO:0030855]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; negative regulation of angiogenesis [GO:0016525]; phosphorylation [GO:0016310]; plasminogen activation [GO:0031639]","P04406; O15379; Q8TDX7; P12004; O15379","SUBCELLULAR LOCATION: Cytoplasm.","ENST00000373316.5 [P00558-1];ENST00000644362.1 [P00558-2];",0.00655137033482052
"16357","SLC2A1",1.15237239360579,5.81846488588031,41.3715564169315,3.27319516841642e-09,"P11166","P11166","reviewed","GTR1_HUMAN","Solute carrier family 2, facilitated glucose transporter member 1 (Glucose transporter type 1, erythrocyte/brain) (GLUT-1) (HepG2 glucose transporter)","SLC2A1 GLUT1","FUNCTION: Facilitative glucose transporter, which is responsible for constitutive or basal glucose uptake (PubMed:18245775, PubMed:19449892, PubMed:25982116, PubMed:27078104, PubMed:10227690). Has a very broad substrate specificity; can transport a wide range of aldoses including both pentoses and hexoses (PubMed:18245775, PubMed:19449892). Most important energy carrier of the brain: present at the blood-brain barrier and assures the energy-independent, facilitative transport of glucose into the brain (PubMed:10227690). In association with BSG and NXNL1, promotes retinal cone survival by increasing glucose uptake into photoreceptors (By similarity). {ECO:0000250|UniProtKB:P46896, ECO:0000269|PubMed:10227690, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:27078104}.","SLC2A1","apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; blood microparticle [GO:0072562]; caveola [GO:0005901]; cortical actin cytoskeleton [GO:0030864]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; female germ cell nucleus [GO:0001674]; female pronucleus [GO:0001939]; Golgi membrane [GO:0000139]; integral component of plasma membrane [GO:0005887]; intercalated disc [GO:0014704]; melanosome [GO:0042470]; membrane [GO:0016020]; midbody [GO:0030496]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; presynapse [GO:0098793]; sarcolemma [GO:0042383]; Z disc [GO:0030018]; D-glucose transmembrane transporter activity [GO:0055056]; dehydroascorbic acid transmembrane transporter activity [GO:0033300]; glucose transmembrane transporter activity [GO:0005355]; hexose transmembrane transporter activity [GO:0015149]; identical protein binding [GO:0042802]; kinase binding [GO:0019900]; long-chain fatty acid transporter activity [GO:0005324]; protein self-association [GO:0043621]; xenobiotic transmembrane transporter activity [GO:0042910]; cellular hyperosmotic response [GO:0071474]; cellular response to glucose starvation [GO:0042149]; cellular response to mechanical stimulus [GO:0071260]; central nervous system development [GO:0007417]; cerebral cortex development [GO:0021987]; dehydroascorbic acid transport [GO:0070837]; female pregnancy [GO:0007565]; glucose import [GO:0046323]; glucose import across plasma membrane [GO:0098708]; glucose transmembrane transport [GO:1904659]; L-ascorbic acid metabolic process [GO:0019852]; long-chain fatty acid import across plasma membrane [GO:0015911]; monosaccharide transmembrane transport [GO:0015749]; photoreceptor cell maintenance [GO:0045494]; protein-containing complex assembly [GO:0065003]; response to hypoxia [GO:0001666]; response to insulin [GO:0032868]; response to Thyroglobulin triiodothyronine [GO:1904016]; transport across blood-brain barrier [GO:0150104]","O43889-2; P11166","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116, ECO:0000269|PubMed:30197081}; Multi-pass membrane protein {ECO:0000255}. Melanosome {ECO:0000269|PubMed:17081065}. Photoreceptor inner segment {ECO:0000250|UniProtKB:P17809}. Note=Localizes primarily at the cell surface (PubMed:18245775, PubMed:19449892, PubMed:23219802, PubMed:25982116, PubMed:24847886). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). {ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:18245775, ECO:0000269|PubMed:19449892, ECO:0000269|PubMed:23219802, ECO:0000269|PubMed:24847886, ECO:0000269|PubMed:25982116}.","ENST00000426263.10;",1.60026511783879e-05
