"","ID","logFC","logCPM","F","PValue","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Function..CC.","Gene.Names..primary.","Gene.Ontology..GO.","Interacts.with","Subcellular.location..CC.","Ensembl","FDR"
"2862","DDIT4",2.15573643348206,5.52494562408709,185.814224343839,5.01157676216013e-21,"Q9NX09","Q9NX09","reviewed","DDIT4_HUMAN","DNA damage-inducible transcript 4 protein (HIF-1 responsive protein RTP801) (Protein regulated in development and DNA damage response 1) (REDD-1)","DDIT4 REDD1 RTP801","FUNCTION: Regulates cell growth, proliferation and survival via inhibition of the activity of the mammalian target of rapamycin complex 1 (mTORC1). Inhibition of mTORC1 is mediated by a pathway that involves DDIT4/REDD1, AKT1, the TSC1-TSC2 complex and the GTPase RHEB. Plays an important role in responses to cellular energy levels and cellular stress, including responses to hypoxia and DNA damage. Regulates p53/TP53-mediated apoptosis in response to DNA damage via its effect on mTORC1 activity. Its role in the response to hypoxia depends on the cell type; it mediates mTORC1 inhibition in fibroblasts and thymocytes, but not in hepatocytes (By similarity). Required for mTORC1-mediated defense against viral protein synthesis and virus replication (By similarity). Inhibits neuronal differentiation and neurite outgrowth mediated by NGF via its effect on mTORC1 activity. Required for normal neuron migration during embryonic brain development. Plays a role in neuronal cell death. {ECO:0000250, ECO:0000269|PubMed:15545625, ECO:0000269|PubMed:15632201, ECO:0000269|PubMed:15988001, ECO:0000269|PubMed:17005863, ECO:0000269|PubMed:17379067, ECO:0000269|PubMed:19557001, ECO:0000269|PubMed:20166753, ECO:0000269|PubMed:21460850}.","DDIT4","cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; 14-3-3 protein binding [GO:0071889]; apoptotic process [GO:0006915]; brain development [GO:0007420]; cellular response to dexamethasone stimulus [GO:0071549]; defense response to virus [GO:0051607]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; negative regulation of glycolytic process [GO:0045820]; negative regulation of intracellular signal transduction [GO:1902532]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of peptidyl-threonine phosphorylation [GO:0010801]; negative regulation of TOR signaling [GO:0032007]; neuron differentiation [GO:0030182]; neuron migration [GO:0001764]; neurotrophin TRK receptor signaling pathway [GO:0048011]; positive regulation of neuron death [GO:1901216]; protein-containing complex disassembly [GO:0032984]; reactive oxygen species metabolic process [GO:0072593]; regulation of TOR signaling [GO:0032006]; response to hypoxia [GO:0001666]","Q3SYB3; Q14145; P57682; Q9Y483-4; P16284; Q6P1K2; P08195-4; P61086; P40337-2; P58304; Q96MN9-2","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}. Cytoplasm, cytosol {ECO:0000269|PubMed:12453409}.","ENST00000307365.4;ENST00000491934.3;",1.40009135944005e-17
"2866","DDR2",0.902478378142672,5.76588470549088,61.2054542452123,3.23120054432091e-12,"Q16832","Q16832","reviewed","DDR2_HUMAN","Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b)","DDR2 NTRKR3 TKT TYRO10","FUNCTION: Tyrosine kinase involved in the regulation of tissues remodeling (PubMed:30449416). It functions as cell surface receptor for fibrillar collagen and regulates cell differentiation, remodeling of the extracellular matrix, cell migration and cell proliferation. Required for normal bone development. Regulates osteoblast differentiation and chondrocyte maturation via a signaling pathway that involves MAP kinases and leads to the activation of the transcription factor RUNX2. Regulates remodeling of the extracellular matrix by up-regulation of the collagenases MMP1, MMP2 and MMP13, and thereby facilitates cell migration and tumor cell invasion. Promotes fibroblast migration and proliferation, and thereby contributes to cutaneous wound healing. {ECO:0000269|PubMed:16186104, ECO:0000269|PubMed:16186108, ECO:0000269|PubMed:17665456, ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20004161, ECO:0000269|PubMed:20564243, ECO:0000269|PubMed:20734453, ECO:0000269|PubMed:30449416, ECO:0000269|PubMed:9659899}.","DDR2","actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; focal adhesion [GO:0005925]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; ATP binding [GO:0005524]; collagen binding [GO:0005518]; protein tyrosine kinase collagen receptor activity [GO:0038062]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; biomineral tissue development [GO:0031214]; cell adhesion [GO:0007155]; cellular response to angiotensin [GO:1904385]; cellular response to hypoxia [GO:0071456]; cellular response to transforming growth factor beta stimulus [GO:0071560]; chondrocyte proliferation [GO:0035988]; collagen fibril organization [GO:0030199]; collagen-activated tyrosine kinase receptor signaling pathway [GO:0038063]; endochondral bone growth [GO:0003416]; negative regulation of apoptotic process [GO:0043066]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; negative regulation of kinase activity [GO:0033673]; negative regulation of necrotic cell death [GO:0060547]; ossification [GO:0001503]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of collagen biosynthetic process [GO:0032967]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of hepatic stellate cell activation [GO:2000491]; positive regulation of hepatic stellate cell proliferation [GO:1904899]; positive regulation of kinase activity [GO:0033674]; positive regulation of neuron death [GO:1901216]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; positive regulation of vascular associated smooth muscle cell proliferation [GO:1904707]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; regulation of bone mineralization [GO:0030500]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of tissue remodeling [GO:0034103]; response to muscle stretch [GO:0035994]; signal transduction [GO:0007165]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]","Q16543; P13942; Q08345; P08238; Q16288","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}; Single-pass type I membrane protein {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}.","ENST00000367921.8;ENST00000367922.7;ENST00000446985.6;",2.87224353839726e-09
"5730","ENSG00000248323",0.978518766048019,4.11864095011424,18.3365217857895,3.94793961321028e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00965073838449253
"9157","ENSG00000289316",0.743000966712522,6.15118892166716,37.6246785329802,1.34743890861315e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.50016622478669e-06
"9368","EPRS1",0.437975710996103,8.01747618440007,18.4081490438745,3.82270441157718e-05,"P07814","P07814","reviewed","SYEP_HUMAN","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) (Cell proliferation-inducing gene 32 protein) (Glutamatyl-prolyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase)]","EPRS1 EPRS GLNS PARS QARS QPRS PIG32","FUNCTION: Multifunctional protein which is primarily part of the aminoacyl-tRNA synthetase multienzyme complex, also know as multisynthetase complex, that catalyzes the attachment of the cognate amino acid to the corresponding tRNA in a two-step reaction: the amino acid is first activated by ATP to form a covalent intermediate with AMP and is then transferred to the acceptor end of the cognate tRNA (PubMed:1756734, PubMed:24100331, PubMed:23263184). The phosphorylation of EPRS1, induced by interferon-gamma, dissociates the protein from the aminoacyl-tRNA synthetase multienzyme complex and recruits it to the GAIT complex that binds to stem loop-containing GAIT elements in the 3'-UTR of diverse inflammatory mRNAs (such as ceruplasmin), suppressing their translation. Interferon-gamma can therefore redirect, in specific cells, the EPRS1 function from protein synthesis to translation inhibition (PubMed:15479637, PubMed:23071094). Also functions as an effector of the mTORC1 signaling pathway by promoting, through SLC27A1, the uptake of long-chain fatty acid by adipocytes. Thereby, it also plays a role in fat metabolism and more indirectly influences lifespan (PubMed:28178239). {ECO:0000269|PubMed:15479637, ECO:0000269|PubMed:1756734, ECO:0000269|PubMed:23071094, ECO:0000269|PubMed:23263184, ECO:0000269|PubMed:24100331, ECO:0000269|PubMed:28178239}.","EPRS1","aminoacyl-tRNA synthetase multienzyme complex [GO:0017101]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; GAIT complex [GO:0097452]; membrane [GO:0016020]; plasma membrane [GO:0005886]; ribonucleoprotein complex [GO:1990904]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; GTPase binding [GO:0051020]; identical protein binding [GO:0042802]; proline-tRNA ligase activity [GO:0004827]; protein homodimerization activity [GO:0042803]; RNA stem-loop binding [GO:0035613]; zinc ion binding [GO:0008270]; cellular response to insulin stimulus [GO:0032869]; cellular response to interferon-gamma [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; protein-containing complex assembly [GO:0065003]; regulation of long-chain fatty acid import into cell [GO:0140212]; tRNA aminoacylation for protein translation [GO:0006418]","P07814; Q8IWL3; P41252; Q15046; P42695; O60506","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:10791971, ECO:0000269|PubMed:19289464}. Membrane {ECO:0000269|PubMed:28178239}; Peripheral membrane protein {ECO:0000305|PubMed:19289464, ECO:0000305|PubMed:28178239}. Note=Translocates from cytosol to membranes upon phosphorylation at Ser-999. {ECO:0000269|PubMed:19289464, ECO:0000269|PubMed:28178239}.","ENST00000366923.8;",0.00946288702187384
"9535","FAM107B",0.613290698784896,5.46537440499061,19.4897606582439,2.35600735785922e-05,"F8WDH7","F8WDH7","unreviewed","F8WDH7_HUMAN","Protein FAM107B","FAM107B","","FAM107B","","","","ENST00000487335.5;",0.00658201141289927
"9573","FAM162A",0.679041344388823,7.39528618888411,52.317877803606,6.43302544137141e-11,"Q96A26","Q96A26","reviewed","F162A_HUMAN","Protein FAM162A (E2-induced gene 5 protein) (Growth and transformation-dependent protein) (HGTD-P)","FAM162A C3orf28 E2IG5 DC16 FWP001","FUNCTION: Proposed to be involved in regulation of apoptosis; the exact mechanism may differ between cell types/tissues (PubMed:15082785). May be involved in hypoxia-induced cell death of transformed cells implicating cytochrome C release and caspase activation (such as CASP9) and inducing mitochondrial permeability transition (PubMed:15082785). May be involved in hypoxia-induced cell death of neuronal cells probably by promoting release of AIFM1 from mitochondria to cytoplasm and its translocation to the nucleus; however, the involvement of caspases has been reported conflictingly (By similarity). {ECO:0000250|UniProtKB:Q9D6U8, ECO:0000269|PubMed:15082785}.","FAM162A","cytosol [GO:0005829]; integral component of membrane [GO:0016021]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; cellular response to hypoxia [GO:0071456]; neuron apoptotic process [GO:0051402]; positive regulation of apoptotic process [GO:0043065]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]","P08238; P45880","SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:15082785, ECO:0000269|PubMed:16698020}; Single-pass membrane protein {ECO:0000305}.","ENST00000477892.5;",5.46974980571562e-08
"9977","FTH1",0.408371684615144,10.9725870251579,23.1199829604544,4.81282295344186e-06,"G3V1D1","G3V1D1","unreviewed","G3V1D1_HUMAN","Ferritin","FTH1 hCG_1776129","FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. {ECO:0000256|RuleBase:RU361145}.","FTH1","ferric iron binding [GO:0008199]; cellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]","","","ENST00000532601.1;",0.0020025439505853
"9978","FTL",0.403784015678206,9.71604491645611,21.0347610868274,1.19053387860479e-05,"P02792","P02792","reviewed","FRIL_HUMAN","Ferritin light chain (Ferritin L subunit)","FTL","FUNCTION: Stores iron in a soluble, non-toxic, readily available form. Important for iron homeostasis. Iron is taken up in the ferrous form and deposited as ferric hydroxides after oxidation. Also plays a role in delivery of iron to cells. Mediates iron uptake in capsule cells of the developing kidney (By similarity). {ECO:0000250, ECO:0000269|PubMed:19923220, ECO:0000269|PubMed:20159981}.","FTL","autolysosome [GO:0044754]; azurophil granule lumen [GO:0035578]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; intracellular ferritin complex [GO:0008043]; membrane [GO:0016020]; ferric iron binding [GO:0008199]; ferrous iron binding [GO:0008198]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; cellular iron ion homeostasis [GO:0006879]; intracellular sequestering of iron ion [GO:0006880]; iron ion homeostasis [GO:0055072]; iron ion transport [GO:0006826]","P54253; P50570-2; P02794; Q6NZ44; P02792; P42858; O00505; Q6FHY5; P15173; P43490; Q96HA8; P49768-2; P49810; Q9NZ42; O00560; P37840; Q8N6Y0; O76024","","ENST00000331825.11;",0.00381673451311398
"10324","GOLGA8A",0.813792606821855,4.89275819750004,21.7878270512408,8.56676050292758e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028395181083941
"10430","GPT2",0.695720884258629,6.24954833192397,26.1890234536596,1.30814932393351e-06,"Q8TD30","Q8TD30","reviewed","ALAT2_HUMAN","Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2)","GPT2 AAT2 ALT2","FUNCTION: Catalyzes the reversible transamination between alanine and 2-oxoglutarate to form pyruvate and glutamate. {ECO:0000269|PubMed:11863375}.","GPT2","mitochondrial matrix [GO:0005759]; L-alanine:2-oxoglutarate aminotransferase activity [GO:0004021]; pyridoxal phosphate binding [GO:0030170]; 2-oxoglutarate metabolic process [GO:0006103]; biosynthetic process [GO:0009058]; L-alanine catabolic process [GO:0042853]; L-alanine metabolic process [GO:0042851]","","","ENST00000340124.9 [Q8TD30-1];ENST00000440783.2 [Q8TD30-2];",0.000655953030226761
"10442","GRB10",0.756462274185841,4.53560187393112,18.2692036318542,4.06946460346489e-05,"Q13322","Q13322","reviewed","GRB10_HUMAN","Growth factor receptor-bound protein 10 (GRB10 adapter protein) (Insulin receptor-binding protein Grb-IR)","GRB10 GRBIR KIAA0207","FUNCTION: Adapter protein which modulates coupling of a number of cell surface receptor kinases with specific signaling pathways. Binds to, and suppress signals from, activated receptors tyrosine kinases, including the insulin (INSR) and insulin-like growth factor (IGF1R) receptors. The inhibitory effect can be achieved by 2 mechanisms: interference with the signaling pathway and increased receptor degradation. Delays and reduces AKT1 phosphorylation in response to insulin stimulation. Blocks association between INSR and IRS1 and IRS2 and prevents insulin-stimulated IRS1 and IRS2 tyrosine phosphorylation. Recruits NEDD4 to IGF1R, leading to IGF1R ubiquitination, increased internalization and degradation by both the proteasomal and lysosomal pathways. May play a role in mediating insulin-stimulated ubiquitination of INSR, leading to proteasomal degradation. Negatively regulates Wnt signaling by interacting with LRP6 intracellular portion and interfering with the binding of AXIN1 to LRP6. Positive regulator of the KDR/VEGFR-2 signaling pathway. May inhibit NEDD4-mediated degradation of KDR/VEGFR-2. {ECO:0000269|PubMed:12493740, ECO:0000269|PubMed:15060076, ECO:0000269|PubMed:16434550, ECO:0000269|PubMed:17376403}.","GRB10","cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; identical protein binding [GO:0042802]; insulin receptor binding [GO:0005158]; signaling receptor complex adaptor activity [GO:0030159]; ERK1 and ERK2 cascade [GO:0070371]; gene expression [GO:0010467]; insulin receptor signaling pathway [GO:0008286]; insulin-like growth factor receptor signaling pathway [GO:0048009]; negative regulation of glucose import [GO:0046325]; negative regulation of glycogen biosynthetic process [GO:0045719]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of phosphorylation [GO:0042326]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of phosphorylation [GO:0042327]; positive regulation of vascular endothelial growth factor receptor signaling pathway [GO:0030949]; response to insulin [GO:0032868]; vascular associated smooth muscle cell migration [GO:1904738]","P00533; P54762; P36888; P06213; P27986; Q9UKA8; Q13322-3; Q16613; Q86V38; P51451; P02489; O95363; P01100; P50440; P14136; Q13322-4; P62993; Q8WXH2; Q63ZY3; O00505; Q8TAP4-4; Q8NI38; Q13153; Q9NRD5; Q15047-2; P12931; Q8WW24; Q96N21; Q13470-2; P42681; P61981; Q96E35","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Note=When complexed with NEDD4 and IGF1R, follows IGF1R internalization, remaining associated with early endosomes. Uncouples from IGF1R-containing endosomes before the sorting of the receptor to the lysosomal compartment (By similarity). {ECO:0000250}.","ENST00000335866.7 [Q13322-3];ENST00000357271.9 [Q13322-2];ENST00000398810.6 [Q13322-3];ENST00000398812.6 [Q13322-1];ENST00000401949.6 [Q13322-1];ENST00000402497.6 [Q13322-3];ENST00000402578.5 [Q13322-3];ENST00000403097.6 [Q13322-3];ENST00000406641.5 [Q13322-3];ENST00000407526.6 [Q13322-3];ENST00000643299.1 [Q13322-3];ENST00000645075.2 [Q13322-3];",0.00982499380066165
"10742","HK2",1.79447912420561,4.01482308992317,76.2619193871351,2.88487418804191e-14,"P52789","P52789","reviewed","HXK2_HUMAN","Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase)","HK2","FUNCTION: Catalyzes the phosphorylation of hexose, such as D-glucose and D-fructose, to hexose 6-phosphate (D-glucose 6-phosphate and D-fructose 6-phosphate, respectively) (PubMed:23185017, PubMed:26985301, PubMed:29298880). Mediates the initial step of glycolysis by catalyzing phosphorylation of D-glucose to D-glucose 6-phosphate (PubMed:29298880). Plays a key role in maintaining the integrity of the outer mitochondrial membrane by preventing the release of apoptogenic molecules from the intermembrane space and subsequent apoptosis (PubMed:18350175). {ECO:0000269|PubMed:18350175, ECO:0000269|PubMed:23185017, ECO:0000269|PubMed:26985301, ECO:0000269|PubMed:29298880}.","HK2","centrosome [GO:0005813]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; sarcoplasmic reticulum [GO:0016529]; ATP binding [GO:0005524]; fructokinase activity [GO:0008865]; glucokinase activity [GO:0004340]; glucose binding [GO:0005536]; hexokinase activity [GO:0004396]; apoptotic mitochondrial changes [GO:0008637]; canonical glycolysis [GO:0061621]; carbohydrate phosphorylation [GO:0046835]; cellular glucose homeostasis [GO:0001678]; cellular response to leukemia inhibitory factor [GO:1990830]; establishment of protein localization to mitochondrion [GO:0072655]; fructose 6-phosphate metabolic process [GO:0006002]; glucose 6-phosphate metabolic process [GO:0051156]; glucose metabolic process [GO:0006006]; glycolytic process [GO:0006096]; lactation [GO:0007595]; maintenance of protein location in mitochondrion [GO:0072656]; negative regulation of mitochondrial membrane permeability [GO:0035795]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; positive regulation of angiogenesis [GO:0045766]; positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization [GO:1904925]; regulation of glucose import [GO:0046324]; response to hypoxia [GO:0001666]; response to ischemia [GO:0002931]","P43365; Q9NQ88; Q9UMX0; Q9UMX0-2; P05480","SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:18350175}; Peripheral membrane protein {ECO:0000305}. Cytoplasm, cytosol {ECO:0000269|PubMed:18350175}. Note=The mitochondrial-binding peptide (MBP) region promotes association with the mitochondrial outer membrane (PubMed:29298880). The interaction with the mitochondrial outer membrane via the mitochondrial-binding peptide (MBP) region promotes higher stability of the protein (PubMed:29298880). Release from the mitochondrial outer membrane into the cytosol induces permeability transition pore (PTP) opening and apoptosis (PubMed:18350175). {ECO:0000269|PubMed:18350175, ECO:0000269|PubMed:29298880}.","ENST00000290573.7;",3.52603747633423e-11
"11535","KITLG",0.922228700005578,4.13644748555413,18.7385213620689,3.29555428784024e-05,"A0A2R8Y515","A0A2R8Y515","unreviewed","A0A2R8Y515_HUMAN","Kit ligand","KITLG","","KITLG","","","","ENST00000646633.1;",0.00847998153328996
"11731","LDHA",0.413226552495056,9.81049508139961,22.1018758430677,7.47321216085734e-06,"F5H6W8","F5H6W8","unreviewed","F5H6W8_HUMAN","L-lactate dehydrogenase A chain","LDHA","","LDHA","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; carboxylic acid metabolic process [GO:0019752]","","","ENST00000539814.5;",0.0026236063407884
"11792","LIMCH1",0.542388258646784,6.13920374748532,21.2305461423143,1.09266446137875e-05,"Q9UPQ0","Q9UPQ0","reviewed","LIMC1_HUMAN","LIM and calponin homology domains-containing protein 1","LIMCH1 KIAA1102","FUNCTION: Actin stress fibers-associated protein that activates non-muscle myosin IIa. Activates the non-muscle myosin IIa complex by promoting the phosphorylation of its regulatory subunit MRLC/MYL9. Through the activation of non-muscle myosin IIa, positively regulates actin stress fibers assembly and stabilizes focal adhesions. It therefore negatively regulates cell spreading and cell migration. {ECO:0000269|PubMed:28228547}.","LIMCH1","cytoplasm [GO:0005737]; stress fiber [GO:0001725]; actin binding [GO:0003779]; metal ion binding [GO:0046872]; myosin II head/neck binding [GO:0032034]; actomyosin structure organization [GO:0031032]; cytoplasmic actin-based contraction involved in cell motility [GO:0060327]; negative regulation of cell migration [GO:0030336]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stress fiber assembly [GO:0051496]; regulation of focal adhesion assembly [GO:0051893]","Q6UXM1-1","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, stress fiber {ECO:0000269|PubMed:28228547}.","ENST00000313860.11 [Q9UPQ0-1];ENST00000381753.8 [Q9UPQ0-9];ENST00000396595.7 [Q9UPQ0-6];ENST00000508501.5 [Q9UPQ0-10];ENST00000511496.5 [Q9UPQ0-8];ENST00000512820.5 [Q9UPQ0-4];ENST00000512946.5 [Q9UPQ0-2];ENST00000513024.5 [Q9UPQ0-5];",0.00356135770112048
"12766","MTHFD2",0.526930120917867,8.95841283609643,23.3634119224686,6.00506740615281e-06,"A0A7I2V2G4","A0A7I2V2G4","unreviewed","A0A7I2V2G4_HUMAN","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","MTHFD2","","MTHFD2","","","","ENST00000677377.1;",0.00225836727297547
"13701","P4HA1",0.537212732941852,7.34200031702448,28.5996899805555,4.81466862804916e-07,"P13674","P13674","reviewed","P4HA1_HUMAN","Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)","P4HA1 P4HA","FUNCTION: Catalyzes the post-translational formation of 4-hydroxyproline in -Xaa-Pro-Gly- sequences in collagens and other proteins. {ECO:0000269|PubMed:9211872}.","P4HA1","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; mitochondrion [GO:0005739]; procollagen-proline 4-dioxygenase complex [GO:0016222]; identical protein binding [GO:0042802]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 4-dioxygenase activity [GO:0004656]; collagen fibril organization [GO:0030199]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]","P42858; P13674","SUBCELLULAR LOCATION: Endoplasmic reticulum lumen.","ENST00000263556.3 [P13674-2];ENST00000307116.6 [P13674-1];ENST00000373008.6 [P13674-2];ENST00000394890.7 [P13674-1];ENST00000440381.5 [P13674-3];",0.000261543499139248
"14045","PFKFB4",1.62818703337409,2.46517458272461,22.1081516572949,7.45287515390533e-06,"Q16877","Q16877","reviewed","F264_HUMAN","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 (6PF-2-K/Fru-2,6-P2ase 4) (PFK/FBPase 4) (6PF-2-K/Fru-2,6-P2ase testis-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]","PFKFB4","FUNCTION: Synthesis and degradation of fructose 2,6-bisphosphate.","PFKFB4","cytosol [GO:0005829]; 6-phosphofructo-2-kinase activity [GO:0003873]; ATP binding [GO:0005524]; fructose-2,6-bisphosphate 2-phosphatase activity [GO:0004331]; fructose 2,6-bisphosphate metabolic process [GO:0006003]; fructose metabolic process [GO:0006000]","Q68D86; Q9UJX2; Q96L50; P16118","","ENST00000232375.8 [Q16877-1];ENST00000383734.6 [Q16877-2];",0.0026236063407884
"14067","PGK1",0.395572011779372,9.83025401995819,19.0413702257413,2.87767087881717e-05,"P00558","P00558","reviewed","PGK1_HUMAN","Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)","PGK1 PGKA MIG10 OK/SW-cl.110","FUNCTION: Catalyzes one of the two ATP producing reactions in the glycolytic pathway via the reversible conversion of 1,3-diphosphoglycerate to 3-phosphoglycerate (PubMed:30323285, PubMed:7391028). In addition to its role as a glycolytic enzyme, it seems that PGK-1 acts as a polymerase alpha cofactor protein (primer recognition protein) (PubMed:2324090). May play a role in sperm motility (PubMed:26677959). {ECO:0000269|PubMed:2324090, ECO:0000269|PubMed:26677959, ECO:0000269|PubMed:30323285, ECO:0000269|PubMed:7391028}.","PGK1","cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; membrane [GO:0016020]; membrane raft [GO:0045121]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; protein-disulfide reductase (NAD(P)) activity [GO:0047134]; canonical glycolysis [GO:0061621]; cellular response to hypoxia [GO:0071456]; epithelial cell differentiation [GO:0030855]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]; negative regulation of angiogenesis [GO:0016525]; phosphorylation [GO:0016310]; plasminogen activation [GO:0031639]","P04406; O15379; Q8TDX7; P12004; O15379","SUBCELLULAR LOCATION: Cytoplasm.","ENST00000373316.5 [P00558-1];ENST00000644362.1 [P00558-2];",0.007604828608939
"14343","PLOD2",0.753741995918781,5.75948316996561,42.3314670194838,2.29172070968783e-09,"F8WEW3","F8WEW3","unreviewed","F8WEW3_HUMAN","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2","","PLOD2","","","","ENST00000480704.1;",1.65988482217241e-06
